Sentiment	SentimentText
1	damn fine truli distinct deepli pertin film 
1	grant get displai hi cad perfect but also show act rang mai surpris some who thought light-heart comedi hi fort 
1	terrif insid look star-mak machineri tinseltown 
-1	too long lard exposit somber cop drama ultim feel flat scruffi sand it titular commun 
1	realli pan-american movi moment genuin insight urban heart 
1	it vision awkward ag sex threaten overwhelm everyth els acut enough make everyon who ha squirm recognit 
-1	tire unimagin deriv variat already-shallow genr 
1	it' bright pristin style bold color make much fun read overs pictur book befor bedtim 
1	strip almost entir such tool nuditi profan violenc labut doe manag make few point about modern man hi problemat quest human connect 
-1	hei arnold ! movi could have made 40 year ago parents' appreci mai depend whether thei consid good thing 
1	person veloc ha no-fril docu-dogma plain yet miller linger invis nearli psychic nuanc leap digress memori desir she box these women' soul right open us 
1	put rest ani thought german film industri cannot make delight comedi center food 
-1	action switch between past present but materi link too tenuou anchor emot connect purport span 125-year divid 
1	those who want jolt out their gourd should drop everyth run ichi 
1	valu have held enterpris crew togeth through previou adventur peril do so again-courag self-sacrific patienc under pressur 
-1	singularli off-put romant comedi 
1	thriller whose style structur rhythm so integr stori you cannot separ them 
1	apesar de seu grave problema o film consegu entret 
1	dazzl sugar-sweet blast shallow magnific onli sex scandal choru line danger damsel deliv 
1	superl b movi -- funni sexi rous 
1	highlight terrif perform christoph plummer prime villain nathan lane vincent crumml eccentr theater compani manag 
-1	my reaction word : disappoint hi last movi poetic romant full indel imag but hi latest ha noth go 
-1	deuc wild tread heavili romeo juliet/west side stori territori where plainli ha no busi go 
-1	incompet�ncia de marcu adam como roteirista s� � superada por sua p�ssima dire��o 
-1	full-front attack audienc patienc 
1	niccol filmmak merg hi collaborators' symbol imag hi word insinu exampl hollywood onli god speak press
-1	ic ag posit heretofor unfathom question : possibl computer-gener charact go through motion ? 
-1	it' kind movi you can't quit recommend becaus all windup not much pitch yet you can't bring yourself dislik 
1	make aborb if arguabl case man' great 
1	boister daft documentari 
1	unlik nauseat fiction peddl such 'have-yourself-a-happy-little-holocaust' movi life beauti jakob liar grei zone honest enough deni possibl hope auschwitz 
1	i have new favorit music -- i'm not even fan genr
1	mai take it sweet time get wherev it' go but if you have patienc you won't feel like it' wast your 
-1	pace deadli narrat help littl naipaul juici writer negat 
1	spy kid 2 also happen rariti among sequel : actual improv upon origin hit movi 
-1	terribl movi some peopl will nevertheless find move 
1	ideal love stori those intoler more common saccharin genr 
-1	though saga would terrif read about dicei screen materi onli geniu should touch 
1	ha abil offend put off everyon but hold you it outrag 
1	rivet documentari 
-1	video game more involv mess 
-1	blue crush ha all trap energet extreme-sport adventur but end up more creaki pretti woman retread emphasi self-empow schmaltz big-wav surf give pic it titl afterthought 
1	manag both huge entertain uplift 
-1	i felt trap no obviou escap entir 100 minut 
-1	'scienc fiction' take advantag fact it intend audienc hasn't yet had much scienc doe disservic audienc genr 
-1	fire burn out we'v onli come face-to-fac coupl dragon that' where film ultim fail 
1	film brim detail nuanc on speak volum about abil human spirit find solac event could easili crush forev 
1	on best exampl how treat subject you'r not fulli awar be examin much like photo yourself you didn't know be taken 
-1	plot hole big enough shamu killer whale swim through 
1	thought move piec face difficult issu honesti beauti 
1	satur bomb reggio' imag glass' evoc music ultim leav viewer task divin mean 
-1	pictur score pervers cheer marcu miller accordion/harmonica/banjo abomin monument bad all it florid varieti 
-1	so exagger broad come off annoi rather charm 
1	on best film year it exquisit act invent screenplai mesmer music mani inimit scene tender loss discont yearn 
-1	flat run hip-hop tootsi so poorli pace you could fit all pooti tang between it punchlin 
-1	tykwer' surfac flash isn't just poor fit kieslowski' lyric pessim ; complet contradict everyth kieslowski' work aspir includ condit art 
1	sensit astut first featur anne-sophi birot 
-1	j lo will earn her share holidai box offic pie although movi make on thing perfectli clear : she' pretti woman but she' no work girl 
1	best film year 2002 
-1	 collater damag goe number rep decent action entertain � until silli showdown end forc viewer total suspend disbelief
1	it' about individu moment mood aimless that' actual sort amaz 
-1	unspool like highbrow low-kei 102-minut infomerci blend entrepreneuri zeal testimoni satisfi custom 
1	[d]espit it familiar subject matter ic ag consist amus engross 
-1	after setup air leak out movi flatten it momentum about hour go 
1	effect but too-tepid biopic
-1	ritchie' treatment class revers majorli ham-fist repetit manifesto keep get thrown people' face fact amber such joke 
1	far worst thank topic issu rais perform stewart hardi essenti featur -- decent full-on space battl 
-1	screenwrit chri ver weil' direct debut good-natur never dull but it virtu small easili overshadow it predict 
1	impress you it open-ended surpris 
-1	parent bewar ; downright movi penanc 
-1	film ha nearli termin case cute it' neither funni nor charm think 
-1	appar writer-director attal thought he need onli cast himself hi movie-star wife sit around their drawer justifi film 
1	jarecki gibnei do find enough materi bring kissinger' record question explain how diplomat' tweak version statecraft mai have cost thousand possibl million live 
1	chicago mani wai admir achiev 
-1	doesn't matter film less 90 minut still feel like prison stretch 
1	rapidli develop gut-wrench examin wai cultur differ emot expect collid 
-1	pleas someon stop eric schaeffer befor he make anoth film 
1	take entertain tonight subject matter give humor poignanc auto focu becom both gut-bustingli funni crushingli depress 
1	katz us archiv footag horrifi document lynch still photograph charm old reel-to-reel record meeropol entertain hi children creat hi song histori but most power all song itself
-1	just on bad idea after anoth 
-1	anoth wholli unnecessari addit grow molder pile well extrem stunt pictur 
-1	all necessari exposit prevent pictur rise abov your gener sand 'n' sandal adventur 
1	it serious high literari aspir stun act film onli applaud 
-1	unfunni comedi lot static set up not much camera movement most scene take place indoor formal set motionless charact 
-1	if movi all comedi might work better but ha ambit sai someth about it subject but not willing 
-1	aptli name shimmer beautifulli costum film product doesn't work me 
1	tour de forc modern cinema 
-1	balkan provid obstacl cours love good woman 
-1	it' plai most straight-fac fashion littl humor lighten thing up heavy-hand film almost laughabl consequ 
1	prove mainli south korean filmmak make undemand action movi all alacr their hollywood counterpart 
1	it' funni old sai goe becaus it' true 
-1	ha no reason exist other emploi hollywood kid peopl who ow favor their famou parent 
1	sometim noth satisfi like old-fashion swashbuckl regard guard deliv 
-1	like so mani other allegedli scari movi get so tangl up twist choke energi right out veri audienc seek frighten 
-1	'synthetic' best descript well-mean beautifulli produc film sacrific it promis high-pow star pedigre 
-1	great ensembl cast can't lift heartfelt enterpris out familiar 
-1	onli surpris heavyweight joel silver robert zemecki agre produc ; i assum director ha pictur them cavort ladies' underwear 
1	witti vibrant intellig 
-1	each stori it own could have expand work compel singl featur but it current incarn storytel never quit get over it rather lopsid concept 
1	cool slick stuff readi quench thirst audienc miss summer blockbust 
1	enjoy abov averag summer divers 
-1	plot meander grip plod back 
1	live engag examin how similar obsess domin famili 
-1	score no point origin wit intellig it' cookie-cutt movi cut-and-past job 
-1	broder' screenplai shallow offens redund pitifulli few real laugh 
-1	zippi 96 minut mediocr special effect hoari dialogu flux accent -- worst all -- silly-look morlock 
1	while now 72-year-old robert evan slow down stroke he ha least on more stori tell : hi own 
-1	what we get feardotcom more like someth bad clive barker movi other word it' badder bad 
1	 roller-coast ride movi
-1	it' suppos post-feminist breezi but end up tediou chatter parrot rais oprah 
-1	it' mire shabbi script pile layer upon layer action man clich� atop wooden dialogu shift tone fall far short peculiarli moral amor [woo's] best work 
-1	there' not enough here justifi almost two hour 
1	some wonderfulli fresh moment smooth moral stiff human kind hope 
-1	scarc worth mention apart report number tumblewe blow through empti theatr grace it compani 
-1	authent vagu but ultim purposeless studi total pandemonium 
-1	it' 100-year old mysteri constantli be interrupt elizabeth hurlei bath suit 
1	director peter kosminski give these women forum demonstr their act 'chops' thei take full advantag 
-1	meyj focus too much max he should fill screen tortur dull artist monster-in-the- make 
-1	narrat other charact try convinc us act transfigur esther but she' never seen speak stage ; on feel cheat esther seem remain unchang dullard 
-1	while easier sit through most jaglom' self-consci gratingli irrit film it' still taint clich pain improb murki point 
1	it' hoot half great wai american peopl see what candid like he' not give same 15-cent stump speech 
-1	hamfist romant comedi make our girl hapless facilit extend cheap shot across mason-dixon line 
1	83 minut document project start muddl seesaw back forth between control interest multipl time then found it sweet spot
-1	although no pastri violat nasti comedi poke fun same easi target other rowdi raunch-fest -- fart boob unmention -- without much success 
1	slight but sweet film 
-1	no insight anguish heidi' life -- onli depict pain today' version greek tragedi talk-show guest decri her fate 
-1	film would have more enjoy had balanc shift favor water-bound action over land-bas 'drama ' but emphasi latter leav blue crush waterlog 
-1	time nearli everi scene seem half beat off 
1	comic perform all spot especi lee ross' turn ken 
1	huppert girardot give perform except honesti 
1	huppert' show steal she make meal channel kathi baker' creepi turn repress mother boston public just much 8 women' augustin 
-1	it' if solondz had two idea two movi couldn't realli figur out how flesh either out so he just slop �em togeth here 
1	 dig beyond usual portray good kid bad seed reveal more ambival set charact motiv 
1	harrow journei combat hell vividli captur chaotic insan person tragedi all too abund human hatr spew forth uncheck 
-1	 i blame all men war [the warden' daughter] tell her father movi about deep sentiment 
-1	final come down off miramax' deep shelv after coupl abort attempt wake up reno make strong case let sleep dog lie 
-1	though clearli well-intent cross-cultur soap opera painfulli formula stilt 
-1	paxton' uneven directori debut fail unlock full potenti what mani wai fresh dramat substanti spin genr 
1	thing about gui like evan : you'r never quit sure where self-promot end truth begin but you watch movi you'r too interest care 
1	movi remind us just how excit satisfi fantasi cinema it' approach imagin flair 
-1	santa claus 2 bare adequ babysitt older kid but i'v got give thumb down 
1	film' appeal ha lot do cast juliett binoch sand who bring role her pale dark beauti characterist warmth 
1	without ever becom didact director carlo carrera expertli weav novelist stori entangl interrelationship complex moral 
1	wonder fenc scene excit plot make emin engross film 
1	becaus film deliber lack ironi ha genuin dramat impact ; plai like power 1957 drama we'v somehow never seen befor 
-1	call film lump coal would onli flatter 
1	there' noth more satisfi dure summer event movi spy thriller like bourn ident that' pack just much intellig action 
1	my opinion analyz not funni entertain analyz but respect sequel 
-1	typic anim� cheapo anim ( like saturdai morn tv '60 ) complex sword-and-sorceri plot charact who all have big round ey japanes name 
-1	ultim sarah' dedic find her husband seem more psychot romant noth movi make convinc case on woman' broken heart outweigh all loss we wit 
1	combin comic dismal social realism farcic bawdi fantasi redempt regener 
1	film predict reassur manner beautifulli sung holidai carol 
-1	it' not without it pleasur but i'll stick tune 
1	not good full monti but realli strong second effort 
-1	while ensembl player who gain notic gui ritchie' lock stock two smoke barrel snatch ha bod he' unlik becom household name basi hi first star vehicl 
1	move stori determin human spirit 
1	seem like i have wait my whole life movi now i can't wait sequel 
1	90-minut postmodern voyag more divert thought-provok i'd expect 
-1	instead contriv climact hero' death beloved-major- character-who-shall- remain-nameless why not invit some genuin spontan film have evil aliens' laser gun actual hit someth onc ? 
1	[ safe conduct ] long movi 163 minut but fill time drama romanc tragedi braveri polit intrigu partisan sabotag viva le resist ! 
-1	less about shakespear spawn fool who saw quentin tarantino' hand raucou gangster film branch out their own pseudo-witti copycat interpret 
-1	jumbl fantasi comedi did not figur out coher game plan script shoot post-product stage 
1	invent absorb movi that' hard classifi hard resist 
-1	russel lack visual panach comic touch perhap budget sommers' title-bout featur 
1	confess isn't alwai coher but it' sharpli comic surprisingli touch so hold gong 
1	solid cast assur direct complet lack modern dai ironi 
1	 on more influenti work 'korean new wave' 
1	well-don film self-reflex philosoph natur 
1	while not all transit adulthood so fraught there' much truth no small amount poetri girl can't swim 
1	begin like docu-drama but build it multi-charact stori flourish 
1	it' feel-good movi about you actual feel good 
-1	what you would end up if you took orwel bradburi kafka georg luca wachowski brother threw them blender but that' just problem - director hasn't ad enough hi own ingredi 
-1	there' no get around fact reveng nerd revisit -- again 
1	obviou rapport her actor strike style behind camera h�l�ne angel definit director watch 
1	kind sweet-and-sour insid movi film buff will eat up like so much gelati 
1	script smart not cloi 
-1	veer uncomfort close pro-serb propaganda 
-1	what 100% miss here script even most element literaci inkl genuin wit anyth resembl act 
-1	it' refresh someon understand need bad boi ; diesel hi brawni frame cool compos deliveri fit bill perfectli 
1	film run littl longer need -- muccino either doesn't notic hi stori end just can't tear himself awai charact -- but it' smooth profession 
1	have had good sens cast actor who gener speak ador movie-go public khouri then get terrif perform them all 
1	eleg eloqu [meditation] death most elus passion love 
-1	ultim clariti matter both break code make movi enigma lack 
-1	although bright well-act thought-provok tuck everlast suffer lacon pace lack tradit action 
-1	result 'action film' mire stasi 
-1	gibnei jarecki just want string bastard up 
1	bittersweet comedy/drama full life hand gestur some realli ador italian gui 
-1	if movi belong soror would call beta alpha delta 
-1	ha it moment but it' pretti far treasur 
1	overal cleti tout win comedi excit imagin tickl funni bone 
1	stori ultim take hold grip hard 
-1	everi potenti twist telegraph well advanc everi perform respect mute ; movi itself seem have made under influenc rohypnol 
-1	simpl sometim maddeningli slow film ha just enough charm good act make interest but ultim pull under pace lack creativ within 
1	pepper urban studi refer norwegian folktal villeneuv creat maelstrom world where bizarr credibl real turn magic 
1	fast-mov remark film appear destin becom landmark japanes anim 
1	like mike isn't interest recycl old clich want tweak them tast tangi new humor 
1	on thing you have give them credit : messag movi consist messag espous company' previou video work 
1	refreshingli realist affectation-fre coming-of-ag tale 
-1	movi that' held captiv mediocr not bad but not all good bacon keep thing interest but don't go out your wai pai full price 
-1	noth redeem about movi 
-1	just too mani charact sai too mani clever thing get too mani pointless situat where' movi here ? 
-1	overal effect so complet inan on would have mighti bore even think stai more sai ten make three minut 
1	provid grand intellig entertain superior cast plai smart peopl amid compel plot 
-1	it' not nearli fresh enjoy it predecessor but enough high point keep be complet wast time 
-1	lax limp comedi i'v seen while meander through worn-out materi 
-1	banal predict 
1	i simpli can't recommend enough 
-1	no big whoop noth new see zero thrill too mani flashback choppi end make bad film 
-1	bad veri bad stultifyingli dumbfoundingli mind-numbingli bad 
1	on most glorious unsubtl adren extrem shocker sinc evil dead 
-1	ultim feel like just on more long line film year about busi make movi 
1	chicago offer much color ey candi includ spectacl gere hi danc shoe hoof croon best them 
1	like leon it' frustrat still oddli likabl 
-1	neglig british comedi 
1	film seem thirsti reflect itself take adolesc qualiti 
-1	almost feel if movi more interest entertain itself amus us 
-1	i'm not sai ic ag doesn't have some fairli pretti pictur but there' not enough substanc stori actual give them life 
1	well-put-togeth piec urban satir 
-1	why make documentari about these margin histor figur ? wouldn't on about their famou dad author death venic etc more valuabl ? 
1	becaus genr well establish what make movi fresh smart write skew charact titl perform kieran culkin 
-1	film made littl wit interest profession artist possibl slummi hollywood caper flick 
1	cute funni heartwarm digit anim featur film plenti slapstick humor kid lot in-jok adult heart enough everyon 
1	there' enough scienc make count educ enough beauti make unforgett 
1	filmmak wise decid let crocodil hunter steve irwin do what he doe best fashion stori around him 
-1	burn never realli har full effect energet cast 
-1	movi doesn't deserv energi take describ how bad 
-1	 no charm no laugh no fun no reason watch 
1	caviezel embodi transform hi charact complet 
1	entertain color action-fil crime stori intim heart 
1	it' tradit moviemak all wai but it' done lot care period attent well some veri welcom wit 
1	help remind first world hiv/aid far be yesterday' new 
1	entertain despit it one-jok premis thesi women venu men mar inde get togeth 
1	comed spotlight go notori c h o hit all verbal mark should 
1	great companion piec other napoleon film 
1	like best godard' movi visual ravish penetr impenetr 
1	it' beautifulli accomplish lyric medit bunch despond vulner charact live renown chelsea hotel 
1	time auto focu feel so distant you might well watch through telescop yet it own aloof unreach wai it' so fascin you won't abl look awai second 
1	you live mood rather savour stori 
-1	short sweet but also more anyth els slight� tadpol pull back consequ it own action revel 
-1	automat peg itself straight-to-video sci-fi rental shelf 
-1	entir film on big excus plai on lewd scene after anoth about half them funni few sexi none us tell stori paper-thin decidedli unorigin 
1	sci-fi techno-sex thriller start out bizarr just keep get weirder 
-1	plot veri clever but boyd weigh down too mani charact event all intertwin far too complic keep track 
-1	latest vapid actor' exercis appropri structur arthur schnitzler' reigen 
-1	drag along daze enerv drenched-in-the- past numb 
-1	no point dure k-19 : widowmak did viewer feel envelop stori though meant univers it theme loyalti courag dedic common goal never seem leav lot 
1	life rez no picnic : pictur show you why 
1	washington overcom script' flaw envelop audienc hi character' anguish anger frustrat 
-1	sunshin state lack kind dynam limbo offer some wai rather indulg piec 
1	movi send you out theater feel like you'v actual spent time live anoth commun 
1	steer refreshingli clear usual clich 
-1	aggress self-glorif manipul whitewash stai credit see devast comic imperson dustin hoffman revelatori 
-1	movi get mute routin 
1	movi well done but slow 
1	truli wonder tale combin stun anim 
1	pranc hi wai through tailor-mad part male hooker approach end hi vital jagger obvious relish everi self-mock moment 
1	grip movi plai perform all underst touch 
1	compassion explor seemingli irreconcil situat between conserv christian parent their estrang gai lesbian children 
-1	book-on-tap market film kid stai pictur would abridg edit
-1	movi undon filmmak methodolog that' just experiment enough alien mainstream audienc while ring clich harden indie-head 
-1	it plot anim offer daytim tv servic but littl more 
1	lead doubl life american film onli come no good but not here matter plai out realist if not alwai fairli 
1	despit it shortcom girl can't swim repres engag intim first featur talent director watch it' worthi entri french coming-of-ag genr 
1	ms hutchin talent enough charismat enough make us care about zelda' ultim fate 
-1	if danish idea good time prospect tourist might want consid differ destin -- some jolli countri embroil bloodi civil war perhap 
1	comprehens provoc film -- on push boundari biographi challeng it audienc 
-1	everi so often movi come along confirm one' wors fear about civil we know new gui on them 
1	stori line mai 127 year old but el crimen del padr amaro couldn't more time it despair vision corrupt within cathol establish 
1	auteil' less dramat but equal incis perform he' charismat charmer like seduc conquer 
1	comedi warm invit surpris 
1	see now befor inevit hollywood remak flatten out all it odd intrigu wrinkl 
1	more time it director could ever have dream quietli lyric tale probe ambigu welcom extend iran afghani refuge who stream across it border desper work food 
1	georg cloonei prove he' quit talent director sam rockwel show us he' world-class actor confess danger mind 
-1	techno tux good few laugh chan hewitt but such good design turn out cheap knockoff we can't recommend anyth but rental tuxedo 
-1	'chick flicks' go on pretti miser resort string-pul rather legitim charact develop intellig plot 
-1	smug convolut action-comedi doesn't allow earnest moment pass without remind audienc it' onli movi 
-1	pictur maik firebrand turn savvi ad man would enviou : hijack heat revolut turn sale tool 
1	fascin documentari about long event spiritu journei guru who help launch new ag 
1	stori still seem time import there' element heartbreak watch now older wiser ey becaus we know what will happen after greene' stori end 
1	yarn respect marvel version without becom ensnar 
1	even digress funni 
-1	long twinkly-ei close-up short shame 
1	featur on most affect depict love affair ever commit film 
1	invent fun intoxicatingli sexi violent self-indulg madden 
1	if you'r look smart nuanc look de sade what might have happen picpu sade your film 
1	charm lead perform allow us forget most film' problem 
-1	ultim project come across clinic detach uninvolv possibl prompt audienc member wonder 'what' point ? '
-1	x potion give quickli name blossom bubbl buttercup supernatur power includ extraordinari strength laser-beam ey unfortun don't enabl them discern flimsi screenplai 
-1	i cry i spy -- i would if latest laziest imagin all vintage-tv spinoff capabl engend emot respons ani kind 
-1	 same tire old gag modern extrem sport gener there' alreadi too mani these film 
-1	movi hover somewher between acut charact studi trite power struggl 
1	[lawrenc bounces] all over stage danc run sweat mop hi face gener displai wacki talent brought him fame first place 
-1	utter mush conceit pap 
-1	you practic hear georg orwel turn over 
-1	titl trap turn out pretti fair descript how you feel while you'r watch ultra-manipul thriller 
-1	end film feel homogen bit contriv if we'r look back tatter ugli past rose-tint glass 
-1	if melvil creativ great whale film can tuna 
1	riski intellig romant raptur start finish 
1	stripped-down dramat construct auster imageri abstract charact equal part poetri polit obviou time but evoc heartfelt 
1	rare bird ha more enough charm make memor 
1	take fresh absorb look figur whose legaci had begun bronz 
1	reno himself take credit most movie' success he' on few 'cool' actor who never seem awar hi own cool 
-1	combin quick-cut edit blare heavi metal much time beck seem under illus he' shoot latest system down video 
-1	imagin ( if possibl ) pasolini film without passion polit almodovar movi without beauti humor you have some idea glum numb experi watch o fantasma 
1	strang compel brilliantli act psycholog drama 
1	behind scene look train dedic goe becom world-class fencer champion that' made differ nyc inner-c youth 
1	veri funni look how anoth cultur handl process court marriag 
1	screenplai more ingeni construct memento 
1	resourc ingeni entertain 
-1	you know ten buck you'd spend ticket ? just send cranki we don't get paid enough sit through crap like 
1	year' happiest surpris movi deal real subject alwai surpris wai 
-1	big end surpris almost save movi it' too bad rest isn't more compel 
1	re-releas ron howard' apollo 13 imax format prove absolut realli realli realli good thing come enorm packag 
1	most consist funni austin power film 
-1	look feel like project better suit small screen 
1	good movi good actress but if you expect light romant comedi good gosh will you shock 
1	i enjoi time favor while i watch but i surpris how quickli fade my memori 
1	nicol holofcener' love amaz her own screenplai jump head class women' film manag avoid ghetto sentiment chick-flick treat femal folli satir style 
1	limit set small confin dark space also homag classic low-budget film noir movi 
-1	actor improvis scream their wai around movi directionless lack ani rollick dark humor so necessari make kind idea work screen 
1	thriller made completist' checklist rather cultist' passion 
-1	barrel along start befor becom mire sentiment 
1	if you dig david mamet' mind trick rent movi enjoi ! 
-1	 think american pie valium 
-1	leer offer next littl insight it intrigu subject 
1	offer enough play fun entertain preschool set while embrac wholesom attitud 
1	challeng intermitt engross unflaggingli creativ but it' too long too convolut end muddl 
-1	movi ask you feel sorri mick jagger' sex life alreadi ha on strike against 
-1	zoe clarke-williams' lacklust thriller new best friend who need enemi ? just anoth gener drama ha noth go other it exploit arrai obligatori cheap thrill 
-1	instead witti expos banal hypocrisi too much kid-vid we get ugli mean-spirit lash out adult who' appar forc hi kid watch too mani barnei video 
1	'barbershop good-heart ensembl comedi varieti quirki charact engag stori 
1	what could have daytim soap opera actual compel look young woman' tragic odyssei 
-1	even those singl digit ag will abl recogn stori too goofi even disnei 
-1	too silli frighten too stolid funni project same lazi affabl it nomin star david arquett 
-1	never inspir more interest detach 
1	leigh make these live count he allow gawki actor like spall -- who could too easili becom comic relief ani other film -- reveal hi impress delic rang 
-1	sam mend ha becom valedictorian school soft land easi wai out 
-1	miller plai so free emot fact children hostag fortun he make audienc hostag hi swagger affect serious 
1	odditi sure but on you might wind up rememb degre affect rather revuls 
1	rubbo run through remark amount materi film' short 90 minut 
-1	unambiti write emerg movi us plot could have come animated-movi screenwrit textbook 
-1	stupid infantil redund sloppi over-the-top amateurish yep it' wake up reno go back sleep 
-1	movi version paint-by-numb pictur we tell what suppos but can't realli call work art 
1	often hilari 
-1	ha all complex realist human behavior episod gener hospit 
1	while broomfield' film doesn't captur effect these tragic death hip-hop cultur succe power look failur our justic system 
1	moral shrapnel mental shellshock will linger long after film ha end 
-1	big fat liar just futil silli look tap kiddi sensibl 
1	film boast dry humor jar shock plu moment breathtak mysteri 
1	it' clear mehta simpli want updat her belov genr thousand indian who fanci themselv too sophist cheese-lac spectacl pack 'em subcontin 
-1	affleck mere creat outlin role he still need grow role ford effortlessli fill author 
-1	if resurrect halloween franchis would have better off dead 
-1	despit terrif special effect funnier gag harri potter chamber secret find wai make j k rowling' marvel seri deadli bore 
1	reason see sade lai chemistri complex relationship between marqui ( auteil ) emili ( le besco ) 
1	end film less cheap thriller you'd expect fairli reveal studi it two main charact � damaged-good peopl whose orbit will inevit danger collid 
1	even these tale just seven children seem time too mani although realiti thei not enough everi child' stori what matter film onli point wai -- but thank good signpost 
-1	overal it' pretti mediocr famili film 
1	reign fire look if made without much thought -- best watch wai 
1	flaw film but admir on tri immers us world artist abandon polit mad veri nearli succe 
-1	guilti worst sin attribut movi like : it' not scari slightest 
1	lot smarter your averag bond 
1	feel untidili honest 
-1	even if made it origin releas date last fall would'v reek been-ther done-that same 
1	film not love letter slain rapper it' taunt -a call justic two crime mani us have not yet recov 
1	what imax made : strap pair 3-d goggl shut out real world take vicari voyag last frontier -- space 
-1	skip film bui philip glass soundtrack cd 
1	filmmak want noth els show us good time their cheap b movi wai thei succe 
1	what bewilderingli brilliant entertain movi 
-1	movi so thoughtlessli assembl 
-1	deprav incoher instantli dispos piec hackeri 
-1	neither funni nor suspens nor particularli well-drawn 
-1	beautifulli shot but dull ankle-deep 'epic '
-1	string rehash sight gag base insipid vulgar 
-1	by-the-numb effort won't do much enhanc franchis 
-1	unoffici nation lampoon' van wilder son anim hous offici twice bestial but half funni 
-1	best you sai about it' so uninspir bare give on paus consid some other dreck out right now 
1	spectacularli beauti not mention mysteri sensual emotion intens replet virtuoso throat-sing 
-1	verbinski substitut atmospher action tedium thrill 
-1	nelson' brutal unsentiment approach suck human film leav behind horrif but weirdli unemot spectacl 
1	cop stori understand medium amazingli well 
-1	without septemb 11 collater damag would have just anoth bad movi now it' bad embarrass movi 
1	well cast well direct - power drama enough sardon wit keep be maudlin 
1	though it' equal solipsist tone movi ha enough vital justifi notion creat screen adapt evans' saga hollywood excess 
1	brown sugar signal director rick famuyiwa' emerg articul grown-up voic african-american cinema 
1	jolt charleston rhythm stori ha sizzl old new ha final found right vent ( accur ? who care ? ) 
1	storytel ha valu cannot deni not even solondz' thirst controversi sketchi charact immatur provoc fulli succe cheapen 
-1	tweedi talk about can hi stockbrok repair hi pool you yearn few airborn tv set nude groupi nod liven thing up 
-1	75-minut sampl pueril rubbish listless witless devoid anyth resembl humor 
1	offer big fat dumb laugh mai make you hate yourself give ah what hell 
-1	doesn't do origin ani particular dishonor but neither doe exud ani charm person 
-1	you'll just have your head your hand wonder why lee' charact didn't just go bank manag save everyon miseri 
1	romant comedi oper rule it own self-contain univers 
1	film contriv artifici video game japanes teen plai nightclub sequenc but it' enjoy on 
1	wild ride movi keep throw fastbal 
-1	too slow too long too littl happen 
-1	philosoph intellectu logist mess 
-1	taken pure exercis style oppress gloomi techno-horror clambak imposs ignor but movi it' humorless disjoint mess 
1	look close insightfulli fragil complex relationship 
1	schaeffer isn't film mai why work well doe 
1	bring sequel 
-1	 ho-hum affair alwai watchabl yet hardli memor 
-1	despit all closed-door hanky-panki film essenti juiceless 
-1	most commonli case project such nobl lofti ambit film less poetic simpli pretenti 
1	beauti watch hold certain charm 
-1	title' lame should clue you how bad movi 
1	well pace satisfi littl drama deserv better �direct-to-video' releas 
1	film despit gratuit cinemat distract impress upon still good fun 
1	i like film lot 
1	although mainstream american movi tend exploit familiar everi onc while film arriv margin give viewer chanc learn grow travel 
-1	instead accur account terribl true stori film' more determin becom next texa chainsaw massacr but what about countless other peopl who'd mere like watch solid tale about univers interest soul ? 
1	marvel perform allison lohman identity-seek foster child 
1	masterpiec four year make 
-1	devolv deriv lean badly-rend cgi effect 
-1	domest melodrama weak dialogu biopic clich 
-1	exactli what claim -- simpl divers kid 
1	it' excess quirki littl underconfid it deliveri but otherwis best 'old neighborhood' project sinc christoph walken kinda romanc cyndi lauper opportunist 
-1	dure tuxedo' 90 minut screen time isn't on true 'chan moment' 
1	quiet patient tenaci mr lopez himself who approach hi difficult endless work remark seren disciplin 
1	smart funni albeit sometim superfici cautionari tale technolog search artist 
-1	film make fatal mistak : ask us care about young man whose onli appar virtu he not quit unpleas some peopl hi life 
1	no on goe unindict here probabl best if you'r not nearli move tear coupl scene you'v got ic water your vein 
1	win wildli fascin work 
1	understand wai speak forcefulli enough about mechan poverti transcend rather simplist filmmak 
1	even it most tediou scene russian ark mesmer 
1	gener provid it target audienc youngster enough stimul ey ear candi make it moral medicin go down 
1	leguizamo jone both excel rest cast uniformli superb 
-1	more career curio major work 
-1	emperor' club on those film possess all good intent world but 
-1	written michael berg michael j wilson stori wilson relentless all-wise-guys-all-the-tim approach tri wai too hard get tire no time all 
1	see seinfeld home he watch hi own appear letterman clinic ey remind you kei stand-up alwai make look easi even though realiti anyth but 
-1	film' needlessli opaqu intro take it doe-ei crudup out pre-9/11 new york onto cross-countri road trip homer kind 
1	mere technic logist feat russian ark mark cinemat mileston 
-1	no clich escap perfervid treatment gang warfar call ce wild 
-1	movi isn't painfulli bad someth 'fulli experienced' ; it' just tedious bad someth fulli forgotten 
1	broomfield turn hi distinct 'blundering' style someth could realli help clear up case 
-1	but power these [subjects] obscur major film show stationari camera subject could mistaken give public orat rather contribut film' narr 
-1	monument achiev practic everi facet inept filmmak : joyless idiot annoi heavy-hand visual atroci often downright creepi 
-1	enough not bad movi just mediocr perform so overst effect come off self-parodi 
-1	it' not wait happi bad film becaus isn't it' just incred dull 
1	director mr ratliff wise reject temptat make fun hi subject 
-1	beautifulli film well act but admittedli problemat it narr specif 
